8
13.7
4.9
3.1
78
9.7
6.9
21.7
26.8
56.2
25.3
4.4
29.8
22.3
9.5
13.5
47.8
29.8
13.4
21
26.7
52.5
6.5
15.8
21.2
13.2
12.3
5.7
11.1
16.1
11.4
18
15.5
35.3
9.5
2.1
10.4
5.3
11.2
0.9
7.8
6.7
21.9
20.3
16.7
2.9
124.2
58.3
83.4
8.9
18.1
11.9
6.7
9.8
15.1
70.4
21.3
58.2
25
5.5
14
6
11.9
15.3
7
13.6
16.4
35.9
19.4
19.8
6.3
2.3
1.9
6
1.5
4.1
34
17.6
18.6
8
7.9
56.9
53.7
8.3
33.5
38.2
2.8
4.2
18.7
12.7
3.8
8.8
2.3
7.2
9.8
7.7
27.4
7.9
11.1
24.7
